REGION,SGL,ROUTE,STOP,LAT,LONG,VALUE_16,NOISE_16,VALUE_17,NOISE_17,VALUE_18,NOISE_18,VALUE_19,NOISE_19,VALUE_20,NOISE_20
NE,57,BEECH LK,1,41.35349,-76.22199,,,,,,,0,N ,0,L
NE,57,BEECH LK,2,41.35357,-76.22139,,,,,,,0,N,1,M
NE,57,BEECH LK,3,41.35363,-76.22139,,,,,,,0,L,0,L
NE,57,BEECH LK,4,41.35724,-76.22094,,,,,,,0,M,0,M
NE,57,BEECH LK,5,41.36152,-76.22041,,,,,,,1,H,1,L
NE,57,BEECH LK,6,41.36408,-76.22103,,,,,,,0,M,0,L
NE,57,BEECH LK,7,41.36457,-76.22629,,,,,,,0,N,0,L
NE,57,BEECH LK,8,41.36202,-76.22977,,,,,,,0,N,0,L
NE,57,BEECH LK,9,41.36421,-76.23419,,,,,,,0,L,0,L
NE,57,BEECH LK,10,41.36466,-76.23825,,,,,,,0,N,0,L
NE,187,1,1,41.0995,-75.86655,0,L,0,L,0,L,0,L,0,L
NE,187,1,2,41.10303,-75.86885,0,L,0,M,0,L,0,L,2,L
NE,187,1,3,41.10711,-75.87045,2,L,0,L,0,M,0,M,0,L
NE,187,1,4,41.10887,-75.86671,0,L,0,L,0,L,0,L,0,M
NE,187,1,5,41.10939,-75.86044,1,M,0,L,0,H,0,M,0,M
NE,187,1,6,41.11024,-75.85502,3,M,0,H,0,H,0,M,0,M
NE,187,1,7,41.10679,-75.85481,0,N,0,M,1,L,3,L,0,L
NE,187,1,8,41.10455,-75.85465,0,N,0,M,0,L,0,L,0,L
NE,187,1,9,41.11316,-75.8802,0,N,0,L,0,L,0,L,,
NE,187,1,10,41.11893,-75.88081,0,N,0,L,0,L,0,L,,
NE,219,1,1,41.97737,-76.23607,2,N,0,N,0,N,1,L,0,L
NE,219,1,2,41.97955,-76.23129,0,N,0,N,0,N,0,L,0,N
NE,219,1,3,41.98103,-76.22631,0,N,0,N,0,N,1,N,0,N
NE,219,1,4,41.98177,-76.2207,2,L,1,L,1,N,0,M,0,L
NE,219,1,5,41.98067,-76.21581,0,M,0,H,1,L,0,H,1,N
NE,219,1,6,41.97992,-76.20975,0,N,0,N,1,N,1,L,1,L
NE,219,1,7,41.97978,-76.2042,0,N,0,N,1,N,0,L,0,N
NE,219,1,8,41.97958,-76.1984,0,N,0,N,0,N,0,N,0,N
NE,219,1,9,41.98295,-76.19688,0,N,0,N,0,N,0,N,0,N
NE,219,1,10,41.98739,-76.19705,0,N,0,N,0,N,0,L,0,N
NE,236,1,1,41.77418,-75.55397,0,N,0,M,0,N,0,N,0,N
NE,236,1,2,41.77114,-75.54945,0,N,0,L,0,N,0,L,0,N
NE,236,1,3,41.7682,-75.54488,1,N,0,N,0,L,0,L,0,L
NE,236,1,4,41.76575,-75.54004,1,L,1,L,0,H,1,M,0,H
NE,236,1,5,41.76909,-75.53358,1,L,0,L,0,M,0,H,0,H
NE,236,1,6,41.77767,-75.53571,0,N,0,M,0,N,0,L,0,M
NE,236,1,7,41.78142,-75.5359,2,L,0,M,0,M,0,L,0,L
NE,236,1,8,41.77832,-75.52604,0,M,0,M,0,H,0,L,0,H
NE,236,1,9,41.77427,-75.52145,0,M,0,H,0,H,0,M,1,H
NE,236,1,10,41.77069,-75.51717,0,N,0,M,3,M,0,M,0,M
NE,289,1,1,41.77924,-76.63445,0,L,0,L,0,L,0,N,0,N
NE,289,1,2,41.78294,-76.63778,0,L,0,M,0,N,0,N,0,L
NE,289,1,3,41.78651,-76.64116,0,L,0,L,1,N,1,L,0,M
NE,289,1,4,41.78966,-76.64471,3,N,1,L,0,L,3,N,2,N
NE,289,1,5,41.79292,-76.64857,0,N,1,L,1,N,1,N,2,L
NE,289,1,6,41.79463,-76.6534,2,L,0,H,0,M,2,M,0,M
NE,289,1,7,41.79489,-76.65912,1,L,1,M,1,H,1,L,0,H
NE,289,1,8,41.79663,-76.6645,0,L,1,L,1,L,1,M,0,N
NE,289,1,9,41.79697,-76.66623,0,N,0,L,0,N,0,L,0,N
NE,289,1,10,41.79103,-76.67099,0,L,0,H,0,H,0,M,0,L
NE,NESCOPECK SP,1,1,41.067167,-75.922183,1,N,,,,,2,M,1,M
NE,NESCOPECK SP,1,2,41.0699,-75.923367,2,N,2,L,1,M,2,L,1,L
NE,NESCOPECK SP,1,3,41.07425,-75.9169,1,L,1,L,2,L,1,M,1,M
NE,NESCOPECK SP,1,4,41.075567,-75.9119,0,L,0,M,0,H,0,M,0,M
NE,NESCOPECK SP,1,5,41.078767,-75.9041,2,N,1,N ,3,L,1,L,1,L
NE,NESCOPECK SP,1,6,41.082733,-75.898867,2,L,0,L,0,M,0,M,1,M
NE,NESCOPECK SP,1,7,41.086067,-75.892933,0,N,0,N ,0,L,0,L,0,L
NE,NESCOPECK SP,1,8,41.087583,-75.887733,0,N,0,N,0,M,0,L,0,M
NE,NESCOPECK SP,1,9,41.091667,-75.881633,2,N,1,N,0,M,2,L,1,M
NE,NESCOPECK SP,1,10,41.095967,-75.875233,0,N,0,N,0,L,0,M,0,M
NW,39,1,1,41.360522,-79.894853,0,L,0,N ,0,M,0,M,0,L
NW,39,1,2,41.362378,-79.900278,3,L,1,L,3,L,3,M,2,M
NW,39,1,3,41.363438,-79.905331,2,L,1,L,2,L,2,M,3,L
NW,39,1,4,41.364781,-79.911099,1,H,1,M,4,L,1,L,1,L
NW,39,1,5,41.367633,-79.915219,4,M,3,L,3,M,3,L,1,L
NW,39,1,6,41.369992,-79.920637,2,L,1,L,2,M,2,L,1,L
NW,69,1,1,41.63281,-79.89119,0,M,0,M,0,L,0,M,0,L
NW,69,1,2,41.62823,-79.89088,0,L,0,L,0,L,0,L,0,M
NW,69,1,3,41.62141,-79.889012,2,M,1,M,3,L,3,M,3,L
NW,69,1,4,41.61324,-79.89942,0,L,0,M,0,M,0,L,0,M
NW,69,1,5,41.61204,-79.89357,0,L,0,M,0,M,0,H,2,M
NW,69,1,6,41.61198,-79.9004,0,L,0,M,0,M,0,L,0,H
NW,69,1,7,41.61205,-79.90723,0,L,0,L,0,M,0,L,0,L
NW,69,1,8,41.61219,-79.91586,0,L,0,L,0,L,0,L,0,L
NW,69,1,9,41.61783,-79.91652,0,M,0,M,0,L,0,M,0,L
NW,69,1,10,41.62293,-79.91669,0,M,0,M,0,L,0,H,0,H
NW,69,2,1,41.62661,-79.90449,0,M,0,M,0,M,0,M,0,M
NW,69,2,2,41.62686,-79.91055,0,H,0,H,0,M,0,M,0,M
NW,69,2,3,41.62527,-79.91673,0,H,0,H,0,M,0,H,0,H
NW,69,2,4,41.62907,-79.91701,0,H,0,M,0,L,0,M,0,M
NW,69,2,5,41.63597,-79.91723,0,M,0,M,0,L,0,M,0,L
NW,69,2,6,41.63912,-79.91271,0,H,0,H,0,H,0,H,0,H
NW,69,2,7,41.64119,-79.90483,0,L,0,L,0,L,0,L,0,L
NW,69,2,8,41.64315,-79.89763,0,M,0,M,0,L,0,M,0,L
NW,69,3,1,41.65282,-79.93137,3,L,0,L,0,L,3,L,0,L
NW,69,3,2,41.64986,-79.92602,2,L,0,M,0,M,2,H,2,M
NW,69,3,3,41.64549,-79.92593,1,M,0,M,0,M,0,M,1,L
NW,69,3,4,41.63963,-79.92813,0,M,0,M,0,M,0,M,1,M
NW,69,3,5,41.6378,-79.92218,3,L,1,L,0,L,0,L,0,M
NW,69,3,6,41.65383,-79.91803,0,L,0,L,0,L,0,L,0,L
NW,69,3,7,41.66236,-79.91848,0,M,0,M,0,M,0,L,0,M
NW,69,3,8,41.66873,-79.91879,0,M,0,L,0,M,0,M,0,M
NW,69,3,9,41.67456,-79.91912,0,H,0,H,0,M,0,H,0,H
NW,101,1,1,41.83668558,-80.4319339,0,L,1,L,0,L,0,M,0,L
NW,101,1,2,41.83659188,-80.43997499,1,L,1,L,0,L,0,M,0,L
NW,101,1,3,41.83654075,-80.44776781,2,L,2,H,1,L,5,M,2,M
NW,101,1,4,41.83664401,-80.45566742,2,L,2,H,2,L,4,M,2,L
NW,101,1,5,41.82773111,-80.49720956,2,L,4,L,2,L,3,M,2,L
NW,101,1,6,41.83465918,-80.49723077,2,L,2,L,2,L,3,M,1,L
NW,101,1,7,41.83923469,-80.49710864,3,L,2,L,3,M,0,M,2,L
NW,101,1,8,41.84507428,-80.49698249,7,L,3,L,2,M,2,M,1,L
NW,101,2,1,41.84100176,-80.46672064,1,H,6,L,0,L,3,L,1,M
NW,101,2,2,41.84639267,-80.468811,2,L,0,M,0,N ,0,L,0,L
NW,101,2,3,41.85236896,-80.46992647,0,M,0,M,0,M,0,H,0,H
NW,101,2,4,41.85808928,-80.47042058,1,L,3,L,1,N ,2,L,0,L
NW,101,2,5,41.86475742,-80.47087697,0,M,2,L,1,N ,2,L,1,L
NW,101,2,6,41.87005889,-80.47131484,2,L,2,L,0,M,0,L,0,L
NW,101,2,7,41.87459517,-80.47167828,4,L,6,L,2,M,0,H,0,L
NW,130,NORTH 1-2,1,41.34047,-80.00098,2,M,2,L,1,M,4,L,1,L
NW,130,NORTH 1-3,2,41.33736,-80.00309,2,M,0,L,0,L,1,L,1,L
NW,130,NORTH 3-4,3,41.34398,-80.0196,1,H,1,M,2,L,0,L,1,L
NW,130,NORTH 3-5,4,41.33968,-80.01939,3,M,3,M,2,L,2,L,1,M
NW,130,SOUTH,1,41.31769,-80.02455,0,L,0,L,0,M,0,M,0,L
NW,130,SOUTH,2,41.32175,-80.02348,0,L,0,L,2,M,2,M,2,M
NW,130,SOUTH,3,41.32191,-80.01884,0,M,0,L,0,M,0,H,0,M
NW,130,SOUTH,4,41.32195,-80.01276,2,M,0,L,0,L,0,M,0,M
NW,130,SOUTH,5,41.32581,-80.01122,4,L,0,M,0,M,0,M,0,L
NW,130,SOUTH,6,41.32837,-80.01115,3,L,0,L,1,L,0,L,1,L
NW,314,1,1,41.987,-80.4825,2,N,1,L,1,L,0,L,0,L
NW,314,1,2,41.9816,-80.4792,2,N,3,L,2,M,3,L,1,L
NW,314,1,3,41.9776,-80.4758,1,N,3,L,0,L,1,L,2,L
NW,314,1,4,41.9734,-80.4689,1,N,0,L,0,M,0,L,1,L
NW,314,1,5,41.9699,-80.4712,0,N,2,L,0,L,0,M,1,L
NW,314,1,6,41.9687,-80.4784,1,N,1,L,0,M,2,L,1,H
NW,314,1,7,41.9679,-80.4861,2,N,2,L,1,L,0,L,4,L
NW,314,1,8,41.9682,-80.4933,0,H,0,M,0,M,0,M,0,M
NW,314,1,9,41.9747,-80.4933,5,N,6,L,4,L,5,L,3,L
NW,314,1,10,41.9798,-80.4933,3,N,5,L,5,L,3,L,6,L
NW,314,2,1,41.965,-80.4954,0,N,0,L,0,L,2,L,0,L
NW,314,2,2,41.965,-80.5036,0,N,2,L,0,L,0,L,0,L
NW,314,2,3,41.9651,-80.511,2,N,2,L,0,L,1,L,1,L
NW,314,2,4,41.965,-80.519,0,N,1,L,0,L,0,M,1,L
NW,314,2,5,41.9707,-80.5193,0,N,1,L,1,L,0,L,0,L
NW,314,2,6,41.9763,-80.5192,0,H,2,L,1,L,2,L,1,L
NW,314,2,7,41.9788,-80.512,0,N,0,L,1,L,1,L,0,L
NW,314,2,8,41.9813,-80.5051,1,L,0,L,0,L,0,L,0,L
NW,314,2,9,41.9844,-80.4986,0,L,0,L,0,L,0,L,0,L
NW,MK GODDARD** GOOD STOPVER LOC; NOT A BREEDING SITE,DEMO AREA/SHEETS/BILLIG TRACT,1,41.42239,-80.14077,2,L,1,H,1,,0,L,1,M
NW,MK GODDARD** GOOD STOPVER LOC; NOT A BREEDING SITE,DEMO AREA/SHEETS/BILLIG TRACT,2,41.42356,-80.14196,3,N,0,M,2,,0,L,0,L
NW,MK GODDARD** GOOD STOPVER LOC; NOT A BREEDING SITE,DEMO AREA/SHEETS/BILLIG TRACT,3,41.42482,-80.1413,0,H,1,L,0,,0,L,0,L
NW,MK GODDARD** GOOD STOPVER LOC; NOT A BREEDING SITE,OFFICE/BILLING,1,41.42945,-80.14669,3,M,0,L,1,,1,H,2,M
NW,MK GODDARD** GOOD STOPVER LOC; NOT A BREEDING SITE,OFFICE/BILLING,2,41.42934,-80.14912,0,N,0,M,0,,0,M,2,M
NW,MK GODDARD** GOOD STOPVER LOC; NOT A BREEDING SITE,OFFICE/BILLING,3,41.42904,-80.15101,0,N,0,L,0,,0,M,0,L
NW,MK GODDARD** GOOD STOPVER LOC; NOT A BREEDING SITE,OFFICE/BILLING,4,41.42754,-80.15113,0,N,0,L,0,,0,L,0,L
NW,MK GODDARD** GOOD STOPVER LOC; NOT A BREEDING SITE,OFFICE/BILLING,5,41.42764,-80.1494,0,N,0,L,0,,3,L,0,L
NW,MK GODDARD** GOOD STOPVER LOC; NOT A BREEDING SITE,OFFICE/BILLING,6,41.42878,-80.14938,2,N,0,L,0,,0,M,0,L
NW,MK GODDARD** GOOD STOPVER LOC; NOT A BREEDING SITE,OFFICE/BILLING,7,41.42794,-80.14774,1,N,,,0,,0,M,0,L
NW,MK GODDARD** GOOD STOPVER LOC; NOT A BREEDING SITE,BIKE TRAIL/ELDER,1,41.42488,-80.14874,0,M,0,M,0,,0,M,0,L
NW,MK GODDARD** GOOD STOPVER LOC; NOT A BREEDING SITE,BIKE TRAIL/ELDER,2,41.42585,-80.14765,1,L,0,L,0,,0,L,0,L
NW,MK GODDARD** GOOD STOPVER LOC; NOT A BREEDING SITE,BIKE TRAIL/ELDER,3,41.42564,-80.14651,1,L,0,L,0,,0,L,0,L
NW,MK GODDARD** GOOD STOPVER LOC; NOT A BREEDING SITE,BIKE TRAIL/ELDER,4,41.42523,-80.14512,0,L,0,M,0,,0,L,0,L
NW,MK GODDARD** GOOD STOPVER LOC; NOT A BREEDING SITE,BIKE TRAIL/ELDER,5,41.42425,-80.14546,1,L,0,M,0,,0,L,0,L
NW,ERIE  NWR,SUGAR-1,1,41.66456,-79.953234,0,L,0,N ,0,N,3,L,0,M
NW,ERIE  NWR,SUGAR-1,2,41.663176,-79.959539,1,L,0,N ,2,L,2,M,1,L
NW,ERIE  NWR,SUGAR-1,3,41.65971,-79.962669,1,L,0,M,0,M,3,H,0,L
NW,ERIE  NWR,SUGAR-1,4,41.653909,-79.963639,0,H,0,M,0,H,0,H,0,L
NW,ERIE  NWR,SUGAR-1,5,41.648228,-79.964883,0,M,0,M,1,L,1,H,3,L
NW,ERIE  NWR,SUGAR-1,6,41.643092,-79.966766,0,L,0,M,0,H,1,H,4,L
NW,ERIE  NWR,SUGAR-2,1,41.626677,-79.960234,0,M,4,L,1,L,0,M,1,L
NW,ERIE  NWR,SUGAR-2,2,41.631147,-79.959598,3,L,0,L,1,L,0,H,2,L
NW,ERIE  NWR,SUGAR-2,3,41.630013,-79.953638,0,L,0,L,0,L,0,M,2,N
NW,ERIE  NWR,SUGAR-2,4,41.624469,-79.955108,2,L,1,L,1,L,1,N,4,M
NW,ERIE  NWR,SUGAR-2,5,41.619156,-79.956262,1,H,2,M,2,L,1,M,0,H
NW,ERIE  NWR,SUGAR-2,6,41.613917,-79.957654,3,M,0,H,0,H,0,H,0,H
NW,ERIE  NWR,SUGAR-2,7,41.608017,-79.956537,1,H,0,H,0,H,0,H,0,H
NW,ERIE  NWR,SUGAR-2,8,41.602969,-79.954207,1,L,0,M,0,M,0,H,2,M
NW,ERIE  NWR,SUGAR-2,9,41.596653,-79.953925,0,L,0,L,0,L,0,M,0,M
NW,ERIE  NWR,SUGAR-3,1,41.613905,-79.949349,3,N,2,L,2,N,1,L,0,N
NW,ERIE  NWR,SUGAR-3,2,41.614719,-79.957617,3,N,3,L,1,N,3,M,4,N
NW,ERIE  NWR,SUGAR-3,3,41.618127,-79.962016,3,L,3,L,1,M,3,H,0,N
NW,ERIE  NWR,SUGAR-3,4,41.618426,-79.969225,0,M,2,L,2,M,2,H,0,N
NW,ERIE  NWR,SUGAR-3,5,41.615771,-79.967419,0,N,0,N,0,L,1,M,0,N
NW,ERIE  NWR,SUGAR-3,6,41.61069,-79.967308,0,L,0,M,0,L,0,M,0,N
NW,ERIE  NWR,SUGAR-3,7,41.60506,-79.967277,0,N,1,L,0,L,0,L,0,N
NW,ERIE  NWR,SUGAR-3,8,41.599259,-79.967262,1,L,0,L,2,M,0,L,2,N
NW,ERIE  NWR,SUGAR-3,9,41.618456,-79.969512,0,M,2,M,2,M,0,H,0,N
NW,ERIE  NWR,SUGAR-4,1,41.57444,-79.974818,1,M,2,M,1,M,2,M,2,L
NW,ERIE  NWR,SUGAR-4,2,41.580031,-79.977501,3,L,1,M,3,N,2,M,3,L
NW,ERIE  NWR,SUGAR-4,3,41.58514,-79.977792,0,M,0,M,1,M,1,N,1,L
NW,ERIE  NWR,SUGAR-4,4,41.590554,-79.975859,1,M,2,L,2,N,4,N,4,L
NW,ERIE  NWR,SUGAR-4,5,41.596344,-79.975648,2,M,3,L,0,N,2,N,2,L
NW,ERIE  NWR,SUGAR-4,6,41.591633,-79.975602,2,M,0,L,1,N,1,N,1,L
NW,ERIE  NWR,SUGAR-4,7,41.588078,-79.969912,3,L,1,N,1,N,2,N,1,L
NW,ERIE  NWR,SUGAR-5,1,41.567977,-79.986399,0,L,0,M,0,L,1,M,0,L
NW,ERIE  NWR,SUGAR-5,2,41.572827,-79.990953,0,L,2,L,0,L,0,L,0,L
NW,ERIE  NWR,SUGAR-5,3,41.577957,-79.992552,3,L,3,M,4,L,3,L,1,L
NW,ERIE  NWR,SUGAR-5,4,41.583641,-79.992608,3,N,1,M,1,L,1,L,1,L
NW,ERIE  NWR,SUGAR-5,5,41.590248,-79.993129,0,N,0,M,0,L,1,M,0,L
NW,ERIE  NWR,SUGAR-5,6,41.59604,-79.993267,1,N,0,M,0,L,0,H,0,L
NW,ERIE  NWR,SUGAR-5,7,41.598127,-79.987775,0,M,0,M,0,L,2,M,1,L
NW,ERIE  NWR,SENECA-1,1,41.77223,-79.973347,2,L,3,N,5,L,2,L,1,L
NW,ERIE  NWR,SENECA-1,2,41.77772,-79.970877,1,H,0,H,0,M,0,M,0,M
NW,ERIE  NWR,SENECA-1,3,41.783249,-79.969706,0,M,0,M,1,N ,0,L,0,M
NW,ERIE  NWR,SENECA-1,4,41.788522,-79.968177,2,M,2,L,2,N ,1,L,2,M
NW,ERIE  NWR,SENECA-1,5,41.792679,-79.962719,0,L,2,N,1,M,1,M,1,M
NW,ERIE  NWR,SENECA-2,1,41.794526,-80.023337,1,H,1,M,0,H,1,H,0,L
NW,ERIE  NWR,SENECA-2,2,41.797861,-80.01633,1,N,0,M,0,M,0,M,0,N
NW,ERIE  NWR,SENECA-2,3,41.799793,-80.009439,0,N,0,H,0,N,0,H,0,M
NW,ERIE  NWR,SENECA-2,4,41.799968,-80.000613,2,M,0,M,1,H,0,H,0,L
NW,ERIE  NWR,SENECA-2,5,41.799246,-79.994245,0,N,0,L,0,M,0,H,0,H
NW,ERIE  NWR,SENECA-2,6,41.801541,-79.987818,0,N,0,H,0,H,0,H,0,M
NW,ERIE  NWR,SENECA-2,7,41.802777,-79.979926,0,N,0,M,0,N,0,H,0,L
NW,ERIE  NWR,SENECA-3,1,41.790439,-79.957977,0,L,1,M,2,M,0,L,1,L
NW,ERIE  NWR,SENECA-3,2,41.785749,-79.953335,2,M,0,L,4,M,0,M,1,L
NW,ERIE  NWR,SENECA-3,3,41.781849,-79.947454,2,L,2,M,3,M,1,L,4,L
NW,ERIE  NWR,SENECA-3,4,41.777107,-79.942971,4,M,2,M,5,M,2,M,3,L
NW,ERIE  NWR,SENECA-3,5,41.772266,-79.939646,0,L,0,M,0,M,0,M,0,M
NW,ERIE  NWR,SENECA-3,6,41.767134,-79.934954,0,L,0,M,0,M,1,M,2,H
NW,ERIE  NWR,SENECA-3,7,41.761791,-79.931819,3,L,0,M,0,M,0,H,0,H
NW,ERIE  NWR,SENECA-3,8,41.758751,-79.936212,1,L,0,M,1,M,1,L,0,H
NW,ERIE  NWR,SENECA-3,9,41.754149,-79.93814,1,M,0,L,0,M,2,M,0,H
NW,CHRISTMAN,1,1,41.91127,-79.38311,2,N,,,0,N,2,N,,
NW,CHRISTMAN,1,2,41.91364,-79.38308,0,N,,,2,L,1,M,,
NW,CHRISTMAN,1,3,41.9127,-79.38093,0,N,,,0,N,0,M,,
NW,CHRISTMAN,1,4,41.91076,-79.37266,1,N,,,0,N,0,N,,
NW,CHRISTMAN,1,5,41.91042,-79.36917,1,N,,,1,N,1,N,,
NW,BUTCHER PLAP,1,1,41.59042,-79.72802,,,1,L,0,L,2,M,0,L
NW,BUTCHER PLAP,1,2,41.59032,-79.72102,,,0,L,3,L,1,M,1,L
NW,GROSS PLAP,1,1,41.72083,-79.73247,,,0,N,0,L,0,L,0,L
NW,GROSS PLAP,1,2,41.72446,-79.73557,,,0,L,0,M,0,L,0,L
NW,GROSS PLAP,1,3,41.72697,-79.73104,,,0,N,0,L,0,L,0,M
SC,420,420 North,1,40.39634,-78.13247,0,L,,,1,H,1,L,1,M
SC,420,420 North,2,40.40002,-78.12932,1,L,,,2,L,1,M,0,L
SC,420,420 North,3,40.4034,-78.13223,0,M,,,0,H,1,N,0,L
SC,420,420 North,4,40.4038,-78.126973,0,N,,,1,L,1,L,2,N
SC,48,Milligan's Cove,1,39.92522,-78.63022,3,M,3,M,1,L,0,L,2,M
SC,48,Milligan's Cove,2,39.92107,-78.63193,3,M,4,L,2,L,1,L,2,M
SC,48,Milligan's Cove,3,39.91777,-78.63546,1,L,1,L,1,M,1,N,1,M
SC,48,Milligan's Cove,4,39.91352,-78.63666,1,L,1,H,2,H,1,H,1,L
SC,48,Milligan's Cove,5,39.90986,-78.6395,1,M,1,L,0,L,1,N,1,L
SC,48,Milligan's Cove,6,39.90578,-78.64136,1,N,1,N,1,M,1,H,1,L
SC,48,Milligan's Cove,7,39.90169,-78.64353,0,M,0,N,0,M,0,L,0,L
SC,48,Milligan's Cove,8,39.90169,-78.64353,1,L,2,M/L,0,H,1,H,0,M
SC,48,Milligan's Cove,9,39.89424,-78.64933,1,L,1,M/H,0,H,1,H,2,L
SC,48,Milligan's Cove,10,39.89048,-78.65239,1,M,3,M,1,M,1,M,1,M
SC,242,SGL 242,1,40.09373,-76.93903,0,L,0,M,0,L,,,,
SC,242,SGL 242,2,40.09392,-76.94366,0,H,0,L/M,0,L,,,,
SC,242,SGL 242,3,40.09142,-76.94527,1,L,0,M,0,M,,,,
SC,242,SGL 242,4,40.08852,-76.94199,0,M,0,M,0,H,,,,
SC,242,SGL 242,5,40.08596,-76.94223,0,H,0,H,0,H,,,,
SC,249,SGL 249,1,39.943167,-77.175433,0,L,0,M,0,L,0,L,0,H
SC,249,SGL 249,2,39.938383,-77.1755,1,L,1,L,1,L,2,L,0,L
SC,249,SGL 249,3,39.934467,-77.173467,0,H,1,M,0,M,0,M,0,M
SC,249,SGL 249,4,39.933783,-77.168717,0,M,0,L,0,L,0,L,0,L
SC,249,SGL 249,5,39.936983,-77.165117,0,H,0,M,0,L,0,H,0,M
SC,249,SGL 249,6,39.940833,-77.167683,1,M,0,L,0,L,1,M,3,L
SC,249,SGL 249,7,39.944317,-77.170967,0,M,0,L,0,L,0,L,1,L
SC,251,Block's Hollow,1,40.27332,-77.77445,0,L,0,L,,,,,,
SC,251,Block's Hollow,2,40.26958,-77.77723,0,L,0,L,,,,,,
SC,251,Block's Hollow,3,40.26599,-77.78053,0,L,0,L,,,,,,
SC,251,Block's Hollow,4,40.26232,-77.78382,0,L,0,M,,,,,,
SC,251,Block's Hollow,5,40.25873,-77.78692,0,M,0,M,,,,,,
SC,251,Block's Hollow,6,40.25506,-77.7902,0,L,0,L,,,,,,
SC,251,Block's Hollow,7,40.25163,-77.79366,0,M,0,M,,,,,,
SC,251,Block's Hollow,8,40.24809,-77.797,0,L,0,L,,,,,,
SC,251,Block's Hollow,9,40.24437,-77.80024,0,L,0,L,,,,,,
SC,251,Block's Hollow,10,40.2406,-77.80297,0,L,0,L,,,,,,
SC,251.5,Block's Hollow Rerouted,1,40.24934,-77.795794,,,,,0,M,0,M,0,M
SC,251.5,Block's Hollow Rerouted,2,40.246594,-77.798438,,,,,0,M,0,M,3,M
SC,251.5,Block's Hollow Rerouted,3,40.243871,-77.800613,,,,,0,M,0,L,0,L
SC,251.5,Block's Hollow Rerouted,4,40.240441,-77.803134,,,,,0,M,0,L,0,M
SC,251.5,Block's Hollow Rerouted,5,40.22949,-77.812964,,,,,0,M,0,L,0,L
SC,251.5,Block's Hollow Rerouted,6,40.223372,-77.816661,,,,,0,L,1,L,2,L
SC,251.5,Block's Hollow Rerouted,7,40.219176,-77.819951,,,,,1,M,0,M,1,L
SC,251.5,Block's Hollow Rerouted,8,40.214564,-77.823738,,,,,1,M,0,M,1,L
SC,PSU SVEF,Masseyburg,1,40.66043,-77.92635,2,L,2,L,0,L,1,L,1,L
SC,PSU SVEF,Masseyburg,2,40.66198,-77.92439,1,L,1,L,0,L,2,L,2,L
SC,PSU SVEF,Masseyburg,3,40.66349,-77.925,2,L,2,L,0,M,2,L,1,L
SC,PSU SVEF,Masseyburg,4,40.6648,-77.92428,2,L,1,L,0,H,1,M,1,L
SC,PSU SVEF,Muthersbaugh,1,40.65805,-77.89392,3,L,3,L,0,H,1,M,2,L
SC,PSU SVEF,Muthersbaugh,2,40.65998,-77.89196,2,L,1,L,0,H,1,L,1,L
SC,PSU SVEF,Muthersbaugh,3,40.65877,-77.89099,1,M,1,M,0,L,2,L,2,L
SC,PSU SVEF,Muthersbaugh,4,40.65259,-77.89615,3,L,2,L,1,L,1,M,1,M
SC,PSU SVEF,Muthersbaugh,5,40.65371,-77.89417,1,L,1,L,0,M,2,M,1,M
SC,PSU SVEF,Muthersbaugh,6,40.65461,-77.89266,2,L,2,L,0,L,1,L,1,M
SC,PSU SVEF,Red Rose,1,40.67217,-77.90056,2,L,2,L,0,L,2,L,1,L
SC,PSU SVEF,Red Rose,2,40.6735,-77.89829,1,L,1,L,0,L,2,L,1,L
SC,PSU SVEF,Red Rose,3,40.67499,-77.89905,2,N,2,N,0,L,1,M,1,L
SC,PSU SVEF,Red Rose,4,40.67634,-77.89591,2,N,2,N,2,L,2,M,2,L
SC,PSU SVEF,Red Rose,5,40.67742,-77.89258,2,N,2,N,3,L,2,L,2,L
SC,PSU SVEF,Woodcock trail,1,40.67802,-77.90608,1,L,1,N,1,L,1,L,1,M
SC,PSU SVEF,Woodcock trail,2,40.6805,-77.90689,0,L,2,L,1,L,2,L,1,L
